Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
WPS,iShares International Property ETF,Real Estate,"$66,792,180.00",-38.04%,"28,624",$24.01,-1.07%,No,No,-11.95%,-37.56%,-33.20%,-21.26%,-21.06%,"-$3,035,349.00","-$7,380,152.00","-$14,739,000.00","-$21,958,681.00","-$24,569,172.00","-$47,683,669.00",Global Real Estate,2007-08-07,0.48%,N/A,$2.64,2019-12-16,$1.59,10.75%,11.13,0.56,337,26.00%,35%,15%,1099,$22.21,$42.78,$23.78,$24.30,13.67,A,B+,B,A,B+,B+,A,5.93,88.26%,62.01%,80.33,1.99%,21.99%
BLOK,Amplify Transformational Data Sharing ETF,Equity,"$64,035,700.00",-28.05%,"33,039",$13.49,-0.95%,No,No,-0.07%,-29.15%,-21.48%,N/A,N/A,"-$9,571,555.00","-$892,245.00","-$2,742,385.00","-$28,735,440.00","$47,678,350.00","$47,678,350.00",Large Cap Blend Equities,2018-01-17,0.70%,N/A,$0.39,2019-12-30,$0.39,2.83%,18.71,1.18,57,33.48%,39%,20%,1099,$12.15,$20.25,$13.24,$13.70,29.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.28,39.66%,44.84%,18.52,0.00%,1.82%
GAMR,ETFMG Video Game Tech ETF,Equity,"$63,573,369.00",-15.55%,"17,337",$37.70,1.32%,No,No,3.71%,-17.83%,-12.98%,13.95%,N/A,"-$4,592,570.00",$0.00,"-$2,304,325.00","-$21,721,445.00","$75,814,660.00","$80,480,980.00",Global Equities,2016-03-09,0.75%,N/A,$0.53,2019-09-20,$0.13,1.43%,18.27,0.95,88,31.32%,39%,20%,1099,$34.82,$48.92,$37.07,$38.11,38.50,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.45,20.96%,27.36%,19.08,3.26%,0.95%
CUT,Invesco MSCI Global Timber ETF,Equity,"$60,809,010.00",-39.04%,"37,450",$17.62,-5.17%,No,No,-5.93%,-33.76%,-33.00%,-27.72%,-23.41%,"-$35,606,799.50",$0.00,"-$11,874,166.50","-$64,184,437.50","-$93,237,770.00","-$106,535,752.50",Materials,2007-11-09,0.55%,N/A,$0.77,2019-12-23,$0.77,4.13%,14.25,1.18,79,46.26%,35%,15%,1099,$16.71,$28.19,$17.26,$18.22,29.71,A-,B+,C+,A+,A,B,B-,4.72,32.35%,34.28%,393.56,0.98%,7.23%
XHS,SPDR S&P Health Care Services ETF,Equity,"$60,501,900.00",-34.03%,"8,232",$47.91,-1.94%,No,No,-5.94%,-35.73%,-24.93%,-12.54%,-21.10%,"-$7,188,367.60","-$2,699,627.60","-$4,877,340.50","-$31,293,974.00","-$21,853,500.50","-$82,444,218.00",Health & Biotech Equities,2011-09-28,0.35%,N/A,$1.72,2019-12-23,$1.59,3.52%,16.52,1.06,49,32.54%,35%,15%,1099,$44.47,$77.97,$46.63,$49.04,30.19,A,C+,A-,A,A-,A+,B,6.2,88.68%,70.18%,23.59,0.00%,2.01%
RTH,VanEck Vectors Retail ETF,Equity,"$60,482,070.00",-18.77%,"19,650",$97.56,0.34%,No,No,2.10%,-20.49%,-4.71%,29.82%,34.35%,"-$29,808,395.50","-$5,805,647.50","-$11,779,362.00","-$15,853,585.00","-$19,865,570.00","-$243,580,362.50",Consumer Discretionary Equities,2011-12-20,0.35%,N/A,$1.09,2019-12-23,$1.09,1.12%,25.62,0.94,26,75.06%,35%,15%,1099,$92.99,$126.09,$95.26,$99.22,37.02,B+,A-,A-,B-,A,A,C,5.52,64.96%,50.26%,26.56,20.70%,0.43%
ERY,Direxion Daily Energy Bear 3X Shares,Equity,"$60,205,469.00",632.04%,"336,448",$287.69,20.65%,Yes,3x,27.30%,381.33%,611.00%,401.33%,185.79%,"-$35,132,247.00","-$28,391,297.50","-$17,507,500.00","-$30,638,007.50","-$85,919,260.22","-$71,202,573.82",Leveraged Equities,2008-11-06,1.09%,N/A,$0.59,2019-12-23,$0.08,0.24%,0.00,-3.51,27,80.41%,35%,15%,1099,-$3.01,$316.84,$257.17,$311.05,68.17,B,A-,B,A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INCO,Columbia India Consumer ETF,Equity,"$59,681,688.00",-37.02%,"14,489",$26.59,-8.18%,No,No,-15.75%,-35.15%,-36.25%,-29.13%,-25.94%,"-$7,731,901.00","-$3,422,904.00","-$3,422,904.00","-$35,740,424.00","-$1,538,826.00","-$6,450,046.50",Asia Pacific Equities,2011-08-10,0.75%,N/A,$0.12,2019-12-20,$0.12,0.38%,32.96,0.36,31,51.10%,35%,15%,1099,$27.03,$44.04,$25.91,$27.52,24.69,C,C+,C,C+,C+,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A
IRBO,iShares Robotics and Artificial Intelligence ETF,Equity,"$59,481,390.00",-25.63%,"38,606",$20.02,-0.15%,No,No,0.10%,-26.29%,-17.44%,N/A,N/A,"$22,268,764.00",$0.00,$0.00,"$46,700,290.00","$64,231,290.00","$64,231,290.00",Global Equities,2018-06-26,0.47%,N/A,$0.19,2019-12-16,$0.07,0.92%,17.98,1.44,104,13.75%,39%,20%,1099,$18.14,$28.72,$19.51,$20.41,32.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.24,16.15%,23.53%,33.82,2.75%,2.20%
KBWP,Invesco KBW Property & Casualty Insurance ETF,Equity,"$59,068,971.00",-36.56%,"19,752",$45.28,-4.79%,No,No,-7.79%,-37.39%,-25.30%,-15.48%,12.90%,"$970,909.50","-$2,383,772.50","$970,909.50","$29,284,228.50","-$17,074,674.00","$58,261,929.00",Financials Equities,2010-12-02,0.35%,N/A,$1.42,2019-12-23,$0.40,2.99%,15.56,0.60,25,61.98%,35%,15%,1099,$42.05,$76.18,$44.39,$46.23,28.61,B+,B,A-,B-,A+,B+,C,3.09,9.69%,9.38%,2.21,0.00%,0.00%
HERO,Global X Video Games & Esports ETF,Equity,"$58,671,832.00",-11.62%,"70,569",$14.47,0.56%,No,No,-1.09%,-16.00%,N/A,N/A,N/A,"$67,487,263.00","$17,948,343.00","$48,384,982.50","$67,487,263.00","$67,487,263.00","$67,487,263.00",Global Equities,2019-10-25,0.50%,N/A,$0.03,2019-12-30,$0.03,0.19%,29.79,1.56,41,57.37%,39%,20%,1099,$13.84,$18.28,$14.14,$14.75,37.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.93,45.28%,37.89%,18.2,3.73%,1.68%
RXL,ProShares Ultra Health Care,Equity,"$58,667,653.00",-48.22%,"15,058",$65.90,-7.75%,No,2x,-13.83%,-46.46%,-35.56%,-5.45%,-10.49%,"-$4,469,821.75","-$2,843,472.75","-$11,187,412.25","-$21,095,223.75","-$14,011,339.25","-$118,608,589.25",Leveraged Equities,2007-01-30,0.95%,N/A,$0.34,2019-12-24,$0.13,0.47%,24.75,1.88,119,52.05%,35%,15%,1099,$65.26,$130.86,$62.71,$69.82,30.62,A-,B,B-,B,B+,N/A,N/A,5.25,43.75%,44.23%,19.49,0.00%,11.16%
CURE,Direxion Daily Healthcare Bull 3x Shares,Equity,"$58,387,486.00",-66.63%,"192,092",$24.59,-15.76%,No,3x,-26.00%,-64.27%,-54.03%,-28.34%,-38.14%,"-$626,319.50","$1,964,854.00","$10,342,191.00","-$39,458,685.50","-$94,002,574.50","-$226,222,540.21",Leveraged Equities,2011-06-15,1.08%,N/A,$0.29,2019-09-24,$0.20,1.00%,24.63,2.66,61,57.63%,35%,15%,1099,$24.61,$73.89,$22.20,$28.32,31.26,A-,A-,A-,B-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FXZ,First Trust Materials AlphaDEX Fund,Equity,"$55,288,864.00",-43.04%,"45,085",$22.82,-6.32%,No,No,-8.79%,-39.13%,-37.14%,-36.68%,-23.25%,"-$58,637,550.00","-$1,660,672.50","-$3,363,286.50","-$50,845,545.50","-$266,080,827.00","-$128,181,288.14",Materials,2007-05-08,0.65%,N/A,$0.63,2019-12-13,$0.20,2.60%,12.99,1.33,51,34.56%,35%,15%,1099,$21.48,$38.87,$22.38,$23.70,29.08,B+,A,C,A,B+,A-,B,4.07,25.00%,20.69%,564.47,5.87%,5.07%
WBIL,WBI Bull|Bear Quality 1000 ETF,Equity,"$54,729,565.00",-8.04%,"20,476",$25.07,-0.20%,No,No,-0.49%,-5.30%,-2.68%,5.01%,7.85%,"$8,484,385.00","$12,616,575.00","$12,616,575.00","$29,540,443.41","-$18,139,381.59","-$60,324,451.59",All Cap Equities,2014-08-25,1.21%,N/A,$0.10,2020-03-17,$0.02,0.40%,20.66,0.65,1,100.00%,35%,15%,1099,$24.74,$25.90,N/A,N/A,29.21,B-,B,C,N/A,A+,C,N/A,5.03,19.93%,39.75%,39.0,0.86%,8.25%
FTXO,First Trust Nasdaq Bank ETF,Equity,"$54,530,347.00",-51.81%,"67,952",$13.58,-8.49%,No,No,-12.16%,-47.74%,-41.59%,-42.81%,N/A,"-$25,234,144.00","-$6,057,475.00","-$11,994,387.50","-$70,791,717.50","-$117,085,872.50","$67,954,871.00",Financials Equities,2016-09-21,0.60%,N/A,$0.71,2019-12-13,$0.23,4.81%,11.34,1.49,31,59.55%,39%,20%,1099,$12.00,$26.82,$13.04,$14.45,27.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.39,37.44%,26.23%,9.8,0.00%,1.16%
PRN,Invesco DWA Industrials Momentum ETF,Equity,"$54,370,137.00",-30.67%,"11,160",$47.32,-4.15%,No,No,-7.89%,-32.94%,-20.18%,-6.12%,-1.65%,"-$37,890,189.00","-$2,571,405.50","-$2,571,405.50","-$24,844,362.50","-$85,064,208.00","-$58,326,175.50",All Cap Equities,2006-10-12,0.60%,N/A,$0.28,2019-12-23,$0.05,0.58%,30.07,1.15,39,37.68%,35%,15%,1099,$45.37,$73.45,$46.17,$48.97,30.40,B,A-,B-,A,B-,A-,B,5.93,62.50%,62.07%,75.13,9.92%,3.90%
PKB,Invesco Dynamic Building & Construction ETF,Equity,"$52,748,580.00",-47.05%,"22,632",$17.58,-3.93%,No,No,-13.95%,-51.27%,-34.37%,-38.10%,-23.89%,"-$10,623,499.50","-$1,608,968.00","-$5,632,287.00","-$34,727,585.50","-$219,836,215.50","$4,772,460.50",Building & Construction ,2005-10-26,0.60%,N/A,$0.12,2019-12-23,$0.03,0.67%,15.84,1.20,30,49.77%,35%,15%,1099,$14.96,$39.85,$17.04,$18.18,22.69,A,A-,B+,A,A,A,B+,4.53,30.21%,31.07%,154.08,7.79%,9.76%
IAK,iShares U.S. Insurance ETF,Equity,"$51,697,450.00",-41.63%,"8,155",$41.64,-3.28%,No,No,-10.02%,-42.30%,-32.97%,-26.63%,-9.18%,"-$5,708,209.50","-$2,199,383.00","-$5,708,209.50","-$19,740,933.50","-$92,770,685.50","-$83,476,578.50",Financials Equities,2006-05-05,0.43%,N/A,$1.31,2019-12-16,$0.31,3.05%,15.66,0.92,63,57.58%,35%,15%,1099,$37.70,$76.56,$40.47,$42.61,25.16,A-,B+,B,A,A-,C+,B,4.23,32.16%,23.43%,3.22,0.00%,0.00%
XITK,SPDR FactSet Innovative Technology ETF,Equity,"$51,528,947.00",-20.47%,"9,123",$89.98,-27.24%,No,No,5.58%,-24.92%,-12.42%,46.82%,N/A,"$4,720,643.10","-$2,539,384.20","-$2,539,384.20","-$17,071,590.70","$51,270,623.80","$51,071,511.30",Small Cap Growth Equities,2016-01-13,0.45%,N/A,$0.16,2019-12-23,$0.16,0.18%,30.35,1.21,100,15.85%,39%,20%,1099,$79.02,$127.10,$87.48,$91.75,35.32,N/A,N/A,B+,N/A,N/A,N/A,N/A,3.61,9.07%,14.91%,18.42,0.00%,1.68%
SKF,ProShares Ultra Short Financials,Equity,"$51,149,910.00",116.25%,"129,316",$29.67,11.46%,Yes,2x,22.91%,117.04%,49.21%,2.26%,-37.50%,"-$2,364,817.00","-$2,026,064.50","-$2,026,064.50","$7,768,076.25","$3,256,619.75","$21,580,118.13",Leveraged Equities,2007-01-30,0.95%,N/A,$0.18,2019-12-24,$0.04,0.66%,0.00,-1.98,283,41.86%,35%,15%,1099,$11.26,$28.47,$27.82,$30.93,68.96,B+,B+,B-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBJ,Invesco Dynamic Food & Beverage ETF,Equity,"$49,034,622.00",-26.68%,"12,777",$25.25,-1.60%,No,No,-1.07%,-24.04%,-21.26%,-21.25%,-16.21%,"-$4,688,308.50","-$1,389,341.00","-$2,969,267.50","-$6,311,741.50","-$75,669,691.00","-$201,393,496.50",Consumer Staples Equities,2005-06-23,0.63%,N/A,$0.42,2019-12-23,$0.12,1.62%,25.98,0.60,31,44.87%,35%,15%,1099,$24.14,$34.09,$24.73,$25.84,32.81,B+,A-,C+,A,B,B-,B-,5.13,44.00%,41.78%,69.15,7.43%,15.72%
XES,SPDR S&P Oil & Gas Equipment & Services ETF,Equity,"$48,417,859.00",-73.67%,"1,552,497",$2.13,-3.18%,No,No,-6.58%,-64.14%,-80.92%,-88.40%,-90.82%,"-$1,819,799.50","$7,540,357.50","$6,392,791.50","$10,046,953.00","$124,131,991.00","$290,665,490.50",Energy Equities,2006-06-19,0.35%,N/A,$0.12,2019-12-23,$0.05,5.27%,19.35,2.01,32,57.15%,35%,15%,1099,$0.79,$6.58,$2.06,$2.22,20.71,B+,A-,A-,A,C+,B,B,3.32,8.28%,11.66%,164.52,0.00%,0.16%
VMOT,Alpha Architect Value Momentum Trend ETF,Equity,"$47,223,485.00",-19.94%,"28,776",$19.96,-0.50%,No,No,-2.54%,-16.62%,-17.31%,N/A,N/A,"-$16,749,350.00",$0.00,"-$7,962,230.00","-$39,640,895.00","$71,709,120.00","$71,709,120.00",Small Cap Blend Equities,2017-05-03,2.48%,N/A,$0.44,2019-12-30,$0.36,2.20%,14.06,0.74,7,100.00%,39%,20%,1099,$19.34,$23.80,$19.82,$20.10,24.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBIF,WBI Bull|Bear Value 1000 ETF,Equity,"$46,043,724.00",-10.01%,"6,081",$25.02,0.00%,No,No,-0.02%,-5.60%,-9.46%,0.94%,5.61%,"-$4,077,455.00",$0.00,"-$1,285,210.00","$10,018,365.42","-$23,697,789.58","-$62,322,149.58",All Cap Equities,2014-08-25,1.18%,N/A,$0.11,2019-09-17,$0.04,0.43%,18.33,0.69,1,100.00%,35%,15%,1099,$24.60,$25.82,$24.93,$25.07,29.93,C,B,C,N/A,C+,C,N/A,5.24,28.93%,44.12%,35.69,0.23%,3.12%
URE,ProShares Ultra Real Estate,Real Estate,"$45,858,795.00",-66.02%,"16,987",$29.70,-11.18%,No,2x,-28.79%,-69.60%,-59.37%,-47.29%,-47.46%,"-$7,803,846.00","-$3,212,634.25","-$3,212,634.25","-$25,761,566.50","$66,705,290.20","-$43,789,206.84",Leveraged Real Estate,2007-01-30,0.95%,N/A,$0.96,2019-12-24,$0.44,2.86%,31.59,1.15,114,52.48%,35%,15%,1099,$24.65,$107.83,$27.72,$32.44,26.60,A,B+,B-,A-,A-,N/A,N/A,4.49,26.04%,30.13%,115.15,0.54%,7.11%
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Equity,"$45,121,141.00",-25.95%,"13,947",$18.94,-0.37%,No,No,-1.51%,-26.59%,-14.73%,N/A,N/A,"-$3,239,433.75",$0.00,"-$1,900,260.00","-$23,514,775.25","$53,641,315.75","$53,641,315.75",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.37,2019-12-26,$0.08,1.94%,19.02,1.15,67,23.72%,39%,20%,1099,$17.51,$27.40,$18.46,$19.50,31.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.25,37.68%,44.38%,21.67,3.02%,3.17%
WBIE,WBI Bull|Bear Rising Income 1000 ETF,Equity,"$44,381,131.00",-9.22%,"6,142",$25.38,0.00%,No,No,-0.10%,-6.97%,-0.63%,10.29%,2.67%,"-$5,603,785.00",$0.00,"-$1,366,245.00","-$6,206,684.78","-$21,719,769.78","-$79,951,684.78",All Cap Equities,2014-08-25,1.13%,N/A,$0.12,2020-03-17,$0.04,0.49%,19.91,0.72,1,100.00%,35%,15%,1099,$24.78,$26.52,N/A,N/A,29.37,B-,B-,C,C,A+,B,C,5.08,21.40%,40.77%,48.44,2.05%,5.58%
OGIG,O’Shares Global Internet Giants ETF,Equity,"$43,891,426.00",-13.81%,"62,276",$22.50,1.86%,No,No,6.08%,-20.66%,-5.78%,N/A,N/A,"$27,101,343.00","$23,981,274.00","$22,589,574.00","$18,548,579.50","$69,970,987.25","$69,970,987.25",Large Cap Growth Equities,2018-06-05,0.48%,N/A,$0.00,N/A,N/A,0.00%,34.00,1.35,71,41.96%,39%,20%,1099,$20.04,$29.91,$21.89,$22.96,38.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.19,35.98%,42.97%,17.47,6.01%,2.49%
PBD,Invesco Global Clean Energy ETF,Equity,"$43,660,485.00",-29.17%,"37,697",$10.13,-0.98%,No,No,-3.97%,-36.69%,-13.62%,-2.74%,-12.73%,"$6,129,112.00","$1,507,229.00","$1,507,229.00","$4,906,631.00","-$2,107,828.50","-$9,355,184.50",Alternative Energy Equities,2007-06-13,0.75%,N/A,$0.26,2019-12-23,$0.12,2.58%,248.00,1.10,92,15.66%,35%,15%,1099,$8.98,$17.55,$9.94,$10.28,31.13,B+,A-,C,A-,B+,B+,A+,6.24,79.88%,71.11%,271.96,0.00%,39.36%
BTEC,Principal Healthcare Innovators Index ETF,Equity,"$43,117,513.00",-28.52%,"3,056",$27.55,-2.65%,No,No,-9.67%,-31.59%,-23.34%,5.68%,N/A,$0.00,$0.00,$0.00,"-$3,354,974.50","$38,182,926.50","$44,416,134.00",Health & Biotech Equities,2016-08-19,0.42%,N/A,$0.00,N/A,N/A,0.00%,15.69,1.56,183,33.08%,39%,20%,1099,$24.65,$42.53,$27.07,$28.51,32.65,N/A,N/A,B+,N/A,N/A,N/A,N/A,2.84,17.74%,7.18%,28.1,0.22%,16.51%
USD,ProShares Ultra Semiconductors,Equity,"$42,269,607.00",-50.11%,"60,753",$30.78,7.85%,No,2x,8.80%,-49.04%,-25.75%,23.00%,99.01%,"-$8,832,392.25","-$4,617,678.00","-$8,787,863.50","$4,515,571.25","$1,148,997.50","$15,321,270.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.45,2019-12-24,$0.13,1.56%,21.72,2.67,30,90.94%,35%,15%,1099,$22.87,$65.63,$28.74,$32.19,37.30,B,B-,C,B-,B,N/A,N/A,4.32,17.71%,24.91%,53.54,0.00%,4.57%
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,"$41,867,690.00",-34.57%,"105,860",$11.49,5.90%,No,No,4.08%,-35.88%,-13.55%,N/A,N/A,"$12,851,700.00",$0.00,$0.00,"$43,304,345.00","$53,920,430.00","$53,920,430.00",Materials,2017-06-28,0.60%,N/A,$0.03,2019-12-23,$0.03,0.24%,25.87,-0.13,29,59.58%,39%,20%,1099,$9.57,$18.83,N/A,N/A,34.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.28,30.11%,44.94%,365.94,0.00%,0.00%
ISRA,VanEck Vectors Israel ETF,Equity,"$40,674,370.00",-31.74%,"4,535",$23.92,-2.72%,No,No,0.54%,-33.13%,-23.33%,-14.29%,-18.96%,"$1,873,533.50",$0.00,$0.00,"$1,873,533.50","$11,172,773.50","$11,244,335.00",Global Equities,2013-06-25,0.60%,N/A,$0.49,2019-12-23,$0.48,1.97%,18.50,1.00,130,52.00%,35%,15%,1099,$21.01,$38.10,$23.42,$24.39,29.28,B-,B,C+,N/A,A,B-,B-,3.93,3.57%,18.99%,77.44,2.77%,7.76%
FCG,First Trust ISE-Revere Natural Gas Index Fund,Equity,"$40,370,174.00",-67.50%,"1,164,585",$3.92,-6.67%,No,No,-14.22%,-55.20%,-76.22%,-82.04%,-91.54%,"$20,284,917.50","$9,482,183.00","$15,163,491.50","$41,619,515.00","-$11,064,272.00","$103,320,714.73",Energy Equities,2007-05-11,0.60%,N/A,$0.35,2019-12-13,$0.12,8.20%,6.31,1.57,34,59.01%,35%,15%,1099,$2.68,$8.96,$3.76,$4.16,23.44,C+,A,B-,C+,C,A-,C,3.36,8.88%,12.10%,650.94,0.00%,0.09%
CWEB,Direxion Daily CSI China Internet Index Bull 2x Shares,Equity,"$40,361,835.00",-29.89%,"118,876",$19.69,3.25%,No,2x,5.88%,-31.62%,-23.52%,-28.85%,N/A,"$371,963.00","-$1,392,785.00","-$5,573,745.50","-$14,423,892.50","$89,915,955.00","$89,915,955.00",Leveraged Equities,2016-11-02,1.25%,N/A,$0.18,2019-12-23,$0.10,0.94%,19.84,3.05,2,100.00%,39%,20%,1099,$16.50,$33.01,$18.68,$20.30,36.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRV,Direxion Daily Real Estate Bear 3x Shares,Real Estate,"$40,346,203.00",158.56%,"52,329",$67.38,16.15%,Yes,3x,35.08%,208.88%,89.21%,8.93%,-31.01%,"-$131,281.00","-$1,182,109.50","-$1,182,109.50","-$1,248,838.56","$10,462,031.44","$21,349,943.05",Leveraged Real Estate,2009-07-16,1.10%,N/A,$0.29,2019-12-23,$0.03,0.51%,0.00,-1.45,180,43.61%,35%,15%,1099,$11.88,$60.35,$61.24,$72.28,70.48,B-,A-,B,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKZ,MicroSectors U.S. Big Banks Index -2x Inverse Leveraged ETN,Equity,"$39,602,217.00",148.89%,461,$78.25,13.37%,Yes,2x,20.62%,121.79%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.72,10,109.80%,39%,20%,1099,$31.37,$81.75,$78.25,$78.25,67.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKD,MicroSectors U.S. Big Banks Index -3x Inverse Leveraged ETN,Equity,"$39,015,544.00",221.14%,"4,810",$76.71,20.16%,Yes,3x,29.45%,171.84%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-5.58,10,109.80%,39%,20%,1099,$23.19,$84.10,$76.71,$76.71,63.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPC,Miller/Howard Fundamental MLP ETN,Equity,"$38,500,000.00",-55.56%,"66,103",$5.50,28.50%,No,No,-13.25%,-52.81%,-59.02%,-62.82%,-69.94%,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,580,000.00",MLPs,2013-09-26,0.95%,N/A,$0.79,2019-09-30,$0.25,14.44%,0.00,1.16,18,40.00%,35%,15%,1099,$3.86,$12.97,$5.50,$5.50,24.13,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIX,Global X MSCI China Financials ETF,Equity,"$38,433,298.00",-21.91%,"62,119",$12.76,0.95%,No,No,-0.55%,-14.53%,-22.65%,-4.45%,-3.86%,"-$11,516,549.50","-$5,317,931.50","-$7,604,818.00","-$39,961,246.00","$27,607,236.00","-$18,260,394.00",China Equities,2009-12-10,0.65%,2 Platforms,$0.63,2019-12-30,$0.45,4.97%,6.67,1.30,97,56.74%,35%,15%,1099,$12.19,$16.08,N/A,N/A,37.08,C,A-,C+,C,C,A-,B-,4.36,35.68%,25.61%,3.1,0.00%,4.26%
IGN,iShares North American Tech-Multimedia Networking ETF,Equity,"$38,226,550.00",-30.89%,"16,774",$38.17,-2.03%,No,No,-1.17%,-27.45%,-30.68%,-14.33%,2.17%,"-$18,888,591.50","-$2,389,232.50","-$2,274,846.50","-$65,234,604.00","-$32,790,185.50","-$102,129,758.00",Communications Equities,2001-07-10,0.46%,N/A,$0.23,2019-12-16,$0.06,0.59%,26.73,1.16,23,71.65%,35%,15%,1099,$35.56,$54.01,$37.27,$39.08,32.31,B,B+,B+,B+,B,A,C,4.6,35.85%,32.27%,17.96,6.55%,3.21%
RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Equity,"$37,679,538.00",-47.63%,"10,244",$58.26,-3.21%,No,No,-10.64%,-44.81%,-41.69%,-32.75%,-32.46%,"-$29,425,897.00","-$3,003,790.00","-$7,780,199.00","-$39,030,163.50","-$19,328,296.50","-$111,644,941.00",Consumer Discretionary Equities,2006-11-07,0.40%,Charles Schwab,$1.76,2019-12-23,$0.50,2.94%,14.09,1.08,65,24.66%,35%,15%,1099,$51.81,$113.35,$56.82,$59.68,21.22,B+,B-,A-,A-,A-,B+,B,4.78,47.01%,35.32%,77.92,8.14%,1.63%
PEJ,Invesco Dynamic Leisure and Entertainment ETF,Equity,"$37,095,170.00",-53.24%,"60,137",$21.10,0.62%,No,No,-10.52%,-49.58%,-49.37%,-46.29%,-44.75%,"$23,105,547.00","$23,105,547.00","$23,105,547.00","-$2,778,079.50","-$64,562,361.00","-$128,838,501.00",Small Cap Blend Equities,2005-06-23,0.63%,N/A,$0.18,2019-12-23,$0.07,0.85%,17.24,0.94,31,50.70%,35%,15%,1099,$17.15,$43.49,$20.18,$21.78,22.16,B-,B+,B-,B,B+,C+,C+,3.04,14.53%,9.00%,230.87,10.47%,2.82%
HAP,VanEck Vectors Natural Resources ETF,Equity,"$37,024,400.00",-42.89%,"24,858",$21.23,-1.26%,No,No,-5.02%,-37.19%,-38.19%,-31.06%,-28.27%,"-$4,266,793.00","-$3,075,500.00","-$3,075,500.00","-$9,298,830.50","-$38,238,525.00","-$31,644,717.50",Large Cap Blend Equities,2008-08-29,0.50%,N/A,$1.00,2019-12-23,$1.00,4.62%,14.97,0.93,305,32.58%,35%,15%,1099,$18.46,$36.14,$20.88,$21.56,26.44,A+,B+,A-,A-,A-,A-,A+,5.38,43.20%,47.02%,548.88,6.46%,6.64%
SRS,ProShares Ultra Short Real Estate,Real Estate,"$35,896,340.00",105.99%,"52,153",$38.15,10.36%,Yes,2x,30.43%,132.48%,67.04%,13.27%,-11.15%,"$454,194.50","$1,318,660.50","$454,194.50","$1,346,236.00","-$7,342,390.50","$10,644,907.75",Leveraged Real Estate,2007-01-30,0.95%,N/A,$0.33,2019-12-24,$0.06,0.98%,0.00,-1.06,113,43.52%,35%,15%,1099,$11.52,$35.25,$35.37,$40.25,73.67,B,A,C,B,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
