Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
INCO,Columbia India Consumer ETF,Equity,"$101,913,839.00",1.58%,"9,933",$42.88,-0.95%,No,No,1.86%,0.63%,2.72%,20.77%,22.57%,"-$2,163,142.00","-$2,163,142.00","-$2,163,142.00","-$32,320,709.00","$4,029,933.00","$42,832,752.50",Asia Pacific Equities,2011-08-10,0.75%,N/A,$0.12,2019-12-20,$0.12,0.28%,32.96,0.36,31,51.26%,35%,15%,1099,$42.29,$43.86,$42.73,$43.04,52.02,C,C+,C,C+,C+,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A
USD,ProShares Ultra Semiconductors,Equity,"$101,864,956.00",4.86%,"34,940",$64.69,-4.11%,No,2x,8.56%,3.65%,83.42%,173.82%,356.77%,"-$44,528.75",$0.00,"$1,497,925.25","$16,269,302.25","$9,936,861.00","$24,109,133.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.45,2019-12-24,$0.13,0.66%,21.72,2.67,30,81.81%,35%,15%,1099,$60.34,$69.13,$64.04,$65.98,53.74,B,B-,C,B-,B,N/A,N/A,4.18,14.29%,22.31%,52.52,0.00%,4.51%
IAK,iShares U.S. Insurance ETF,Equity,"$100,901,648.00",4.83%,"5,516",$74.77,-0.13%,No,No,4.59%,4.58%,21.76%,32.58%,69.69%,$0.00,$0.00,$0.00,"-$20,494,307.50","-$77,790,626.50","-$77,768,369.00",Financials Equities,2006-05-05,0.43%,N/A,$1.31,2019-12-16,$0.31,1.76%,15.66,0.92,62,57.05%,35%,15%,1099,$70.32,$74.53,$74.64,$74.89,64.22,A-,B+,B,A,A-,C+,B,4.3,33.92%,24.42%,3.2,0.00%,0.00%
FXZ,First Trust Materials AlphaDEX Fund,Equity,"$100,460,107.00",-5.34%,"45,729",$37.92,-1.79%,No,No,2.74%,-2.12%,3.64%,4.16%,29.29%,"-$47,644,967.50",$0.00,"-$1,917,732.50","-$39,679,652.00","-$235,910,215.00","-$116,965,692.64",Materials,2007-05-08,0.65%,N/A,$0.63,2019-12-13,$0.20,1.63%,12.99,1.33,51,33.19%,35%,15%,1099,$36.91,$40.28,$37.73,$38.23,44.14,B+,A,C,A,B+,A-,B,3.76,22.06%,16.54%,566.58,5.86%,5.06%
XHS,SPDR S&P Health Care Services ETF,Equity,"$100,439,410.00",3.26%,"5,846",$74.99,-0.98%,No,No,4.18%,1.75%,9.18%,38.35%,35.59%,"-$1,521,122.20","-$753,629.80","-$1,521,122.20","-$35,452,202.60","-$27,717,403.60","-$23,054,972.60",Health & Biotech Equities,2011-09-28,0.35%,N/A,$1.72,2019-12-23,$1.59,2.28%,16.52,1.06,49,26.05%,35%,15%,1099,$72.17,$77.41,$74.56,$75.56,56.54,A,C+,A-,A,A-,A+,B,5.8,76.60%,58.05%,21.93,0.00%,2.21%
LBDC,ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN,Equity,"$99,578,160.00",-0.64%,"22,233",$15.04,-0.13%,No,2x,2.65%,2.38%,24.14%,11.65%,N/A,"$67,200,697.91","$13,137,390.77","$56,553,467.91","$91,446,437.91","$80,507,256.91","$72,222,576.91",Leveraged Equities,2015-10-08,0.85%,N/A,$1.63,2019-10-10,$0.55,10.86%,0.00,1.60,20,66.85%,39%,20%,1099,$14.69,$15.17,$14.99,$15.09,53.73,N/A,C+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLOK,Amplify Transformational Data Sharing ETF,Equity,"$98,252,800.00",3.25%,"23,338",$19.36,-0.46%,No,No,2.49%,-0.18%,19.43%,N/A,N/A,"-$3,832,255.00","-$965,515.00","-$1,949,065.00","-$23,865,370.00","$53,417,650.00","$53,417,650.00",Large Cap Blend Equities,2018-01-17,0.70%,N/A,$0.39,2019-12-30,$0.39,2.01%,18.71,1.18,57,34.49%,39%,20%,1099,$18.88,$19.81,$19.33,$19.42,56.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.13,36.54%,41.59%,19.94,0.00%,1.70%
SLVP,iShares MSCI Global Silver Miners ETF,Equity,"$95,426,903.00",-9.80%,"81,408",$10.13,-2.50%,No,No,-4.07%,-4.25%,14.63%,-20.25%,12.97%,"-$1,062,664.00",$0.00,"-$1,062,664.00","$28,730,704.00","$39,743,870.00","$85,574,102.00",Materials,2012-01-31,0.39%,Fidelity,$0.23,2019-12-16,$0.19,2.18%,29.96,0.27,34,70.25%,35%,15%,1099,$10.18,$10.77,$10.03,$10.32,44.21,B+,B,A,C+,B-,A-,B,3.83,4.17%,17.43%,321.84,0.00%,0.00%
RTH,VanEck Vectors Retail ETF,Equity,"$88,956,063.00",2.60%,"12,976",$123.23,-0.03%,No,No,3.10%,2.04%,24.21%,67.81%,77.33%,"-$18,029,033.50",$0.00,"-$18,029,033.50","-$24,815,279.00","-$4,315,473.50","-$156,416,455.00",Consumer Discretionary Equities,2011-12-20,0.35%,N/A,$1.09,2019-12-23,$1.09,0.88%,25.62,0.94,26,72.75%,35%,15%,1099,$118.75,$123.42,$122.93,$123.61,64.08,B+,A-,A-,B-,A,A,C,6.09,73.95%,66.81%,19.72,19.57%,0.41%
MLPC,Miller/Howard Fundamental MLP ETN,Equity,"$83,965,000.00",-3.07%,"19,821",$11.99,-1.32%,No,No,-1.48%,-5.15%,-5.45%,-22.81%,-38.69%,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,580,000.00",MLPs,2013-09-26,0.95%,N/A,$0.79,2019-09-30,$0.25,6.62%,0.00,1.16,18,40.00%,35%,15%,1099,$11.70,$13.07,$11.84,$12.21,43.00,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GAMR,ETFMG Video Game Tech ETF,Equity,"$82,904,325.00",5.78%,"13,546",$47.22,-0.71%,No,No,5.81%,2.98%,15.58%,51.26%,N/A,"-$2,288,245.00",$0.00,$0.00,"-$21,585,320.00","$78,118,985.00","$82,785,305.00",Global Equities,2016-03-09,0.75%,N/A,$0.53,2019-09-20,$0.13,1.14%,18.27,0.95,88,28.47%,39%,20%,1099,$44.90,$47.86,N/A,N/A,61.35,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.66,27.76%,32.98%,18.59,3.16%,1.10%
ESPO,VanEck Vectors Video Gaming and eSports ETF,Equity,"$82,602,823.00",5.97%,"29,883",$40.38,-1.03%,No,No,5.27%,2.37%,42.03%,N/A,N/A,"$21,696,386.00","$1,948,771.50","$11,949,859.00","$61,575,867.50","$67,165,145.50","$67,165,145.50",Large Cap Growth Equities,2018-10-16,0.55%,N/A,$0.08,2019-12-23,$0.08,0.20%,25.59,0.75,26,61.31%,39%,20%,1099,$38.74,$40.98,N/A,N/A,60.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.1,47.06%,41.04%,17.05,3.31%,2.89%
MLPQ,ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN,Equity,"$82,124,980.00",-15.94%,"152,221",$17.45,-2.30%,No,2x,-0.68%,-16.71%,-26.91%,-58.59%,N/A,"$8,554,640.00",$0.00,"-$111,360.00","$40,110,904.00","$94,297,669.00","$94,297,669.00",Leveraged Equities,2016-02-09,0.85%,N/A,$3.06,2019-10-10,$1.02,17.54%,0.00,1.78,20,75.94%,39%,20%,1099,$16.42,$22.34,$17.24,$17.76,36.82,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Equity,"$81,479,362.00",-2.46%,"10,744",$108.51,-1.67%,No,No,1.38%,-1.80%,10.49%,27.23%,32.54%,"-$21,645,698.00","-$16,061,551.50","-$16,061,551.50","-$5,619,953.00","-$11,548,097.50","-$72,197,484.00",Consumer Discretionary Equities,2006-11-07,0.40%,Charles Schwab,$1.76,2019-12-23,$0.50,1.59%,14.09,1.08,65,18.36%,35%,15%,1099,$107.30,$113.51,$108.26,$108.97,45.84,B+,B-,A-,A-,A-,B+,B,4.85,40.34%,36.10%,73.85,7.70%,1.76%
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Equity,"$80,759,629.00",32.05%,"78,644",$89.81,0.31%,No,3x,8.91%,23.77%,166.11%,202.51%,N/A,"$6,504,763.50",$0.00,"$13,480,872.00","$4,913,308.50","$71,498,430.00","$71,498,430.00",Leveraged Equities,2015-08-19,0.99%,N/A,$0.12,2019-09-24,$0.02,0.13%,14.99,3.71,45,66.43%,35%,15%,1099,$72.96,$95.66,$88.68,$91.25,62.97,N/A,C+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IRBO,iShares Robotics and Artificial Intelligence ETF,Equity,"$78,466,885.00",4.27%,"24,862",$28.07,-0.81%,No,No,4.08%,0.50%,22.95%,N/A,N/A,"$16,516,946.00",$0.00,"$11,031,890.00","$40,948,472.00","$58,479,472.00","$58,479,472.00",Global Equities,2018-06-26,0.47%,N/A,$0.19,2019-12-16,$0.07,0.66%,17.98,1.44,104,11.71%,39%,20%,1099,$27.20,$28.95,$27.95,$28.26,56.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.43,22.38%,26.77%,34.48,2.09%,2.45%
FXN,First Trust Energy AlphaDEX Fund,Equity,"$76,872,778.00",-15.94%,"109,779",$8.89,-1.22%,No,No,0.45%,-14.57%,-28.13%,-42.30%,-56.64%,"-$3,672,965.00",$0.00,"-$907,000.00","-$82,049,017.50","-$1,208,539,783.00","$74,484,420.64",Energy Equities,2007-05-08,0.65%,N/A,$0.16,2019-12-13,$0.04,1.70%,9.61,1.54,36,46.43%,35%,15%,1099,$8.33,$10.75,$8.84,$8.93,36.64,B-,A-,C,B+,B-,B-,B+,3.49,9.41%,13.37%,500.21,0.00%,0.27%
FCG,First Trust ISE-Revere Natural Gas Index Fund,Equity,"$76,866,912.00",-20.65%,"506,354",$9.57,-1.85%,No,No,0.42%,-18.41%,-38.32%,-61.50%,-81.38%,"$6,254,556.50","$942,610.00","$9,294,759.00","$25,240,106.00","-$39,109,072.50","$77,869,638.23",Energy Equities,2007-05-11,0.60%,N/A,$0.35,2019-12-13,$0.12,3.56%,6.31,1.57,34,46.46%,35%,15%,1099,$8.76,$12.17,$9.50,$9.64,35.79,C+,A,B-,C+,C,A-,C,3.0,3.53%,8.39%,680.05,0.00%,0.10%
COPX,Global X Copper Miners ETF,Equity,"$76,118,862.00",-12.30%,"95,075",$17.82,-3.57%,No,No,1.89%,-11.21%,-10.95%,-23.04%,-4.96%,"$2,041,186.00",$0.00,"$2,041,186.00","$15,590,295.50","$51,947,108.00","$72,556,291.94",Materials,2010-04-19,0.65%,2 Platforms,$0.28,2019-12-30,$0.06,1.51%,13.63,1.55,28,51.39%,35%,15%,1099,$16.90,$21.05,$17.68,$18.11,39.76,B,B+,B,B,C+,A,B-,3.33,16.18%,11.56%,627.07,0.00%,0.00%
XITK,SPDR FactSet Innovative Technology ETF,Equity,"$73,418,351.00",8.20%,"5,427",$122.42,-0.39%,No,No,3.10%,1.83%,27.19%,102.53%,N/A,"$7,260,027.30",$0.00,"$6,083,255.20","$533,216.50","$44,340,916.00","$53,610,895.50",All Cap Equities,2016-01-13,0.45%,N/A,$0.16,2019-12-23,$0.16,0.13%,30.35,1.21,100,12.29%,39%,20%,1099,$118.71,$124.84,N/A,N/A,59.00,N/A,N/A,B+,N/A,N/A,N/A,N/A,3.98,13.60%,19.47%,19.79,0.00%,2.05%
BDCS,UBS E-TRACS Wells Fargo Business Development Company ETN,Equity,"$72,371,720.00",-0.29%,"19,749",$20.38,0.15%,No,No,1.70%,1.32%,12.32%,9.71%,28.80%,"-$16,394,791.00",$0.00,"-$16,394,791.00","-$12,431,896.00","-$1,787,697.50","$18,545,990.00",Financials Equities,2011-04-27,0.85%,N/A,$1.26,2019-10-10,$0.41,6.18%,0.00,0.74,20,66.85%,35%,15%,1099,$20.03,$20.42,$20.21,$20.47,54.38,B+,B+,C,C+,A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VMOT,Alpha Architect Value Momentum Trend ETF,Equity,"$71,148,255.00",-0.44%,"14,378",$24.82,-1.70%,No,No,1.65%,-1.31%,0.78%,N/A,N/A,"-$6,290,020.00","-$1,221,405.00","-$5,038,195.00","-$29,181,565.00","$82,168,450.00","$82,168,450.00",Global Equities,2017-05-03,2.48%,N/A,$0.44,2019-12-30,$0.36,1.77%,14.06,0.74,5,100.00%,39%,20%,1099,$24.52,$25.89,$24.76,$24.95,47.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Equity,"$69,335,830.00",20.40%,"53,654",$69.30,-0.53%,No,3x,12.85%,11.20%,54.63%,N/A,N/A,"-$3,156,018.50",$0.00,"-$6,444,513.50","-$22,520,062.00","$30,102,174.50","$30,102,174.50",Leveraged Equities,2017-05-03,0.98%,N/A,$0.29,2019-12-23,$0.02,0.42%,26.44,3.27,34,74.86%,39%,20%,1099,$60.80,$68.39,N/A,N/A,60.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEZ,iShares U.S. Oil Equipment & Services ETF,Equity,"$69,273,059.00",-15.84%,"94,722",$17.11,-0.93%,No,No,1.97%,-13.89%,-28.06%,-59.46%,-61.57%,"-$12,475,737.50",$0.00,"-$8,399,539.50","-$57,581,389.00","-$11,645,127.00","-$55,870,793.00",Energy Equities,2006-05-05,0.42%,N/A,$0.46,2019-12-16,$0.12,2.61%,18.87,1.76,32,74.04%,35%,15%,1099,$15.89,$20.34,$16.97,$17.27,38.98,B+,B+,B,A-,B,B,B+,4.35,21.76%,25.15%,121.03,0.00%,0.16%
PBJ,Invesco Dynamic Food & Beverage ETF,Equity,"$68,434,002.00",-3.18%,"6,660",$33.34,-0.12%,No,No,0.64%,-1.18%,6.00%,5.16%,15.57%,"-$1,719,041.00","$1,660,109.00","-$29,949.00","-$3,156,339.00","-$74,390,002.00","-$201,528,864.00",Consumer Staples Equities,2005-06-23,0.63%,N/A,$0.42,2019-12-23,$0.12,1.25%,25.98,0.60,31,47.73%,35%,15%,1099,$33.00,$34.46,$33.26,$33.43,42.70,B+,A-,C+,A,B,B-,B-,4.53,43.42%,30.88%,84.23,7.30%,7.60%
HAP,VanEck Vectors Natural Resources ETF,Equity,"$68,182,335.00",-6.23%,"17,992",$34.86,-1.41%,No,No,1.44%,-5.23%,3.15%,11.69%,14.46%,"$2,318,669.00","-$5,327,199.00","-$8,848,810.00","-$2,713,368.50","-$35,011,430.00","-$21,615,329.50",Large Cap Blend Equities,2008-08-29,0.50%,N/A,$1.00,2019-12-23,$1.00,2.82%,14.97,0.93,300,31.18%,35%,15%,1099,$33.93,$37.78,$34.78,$34.97,40.00,A+,B+,A-,A-,A-,A-,A+,5.44,52.94%,48.42%,544.99,6.61%,7.19%
CWEB,Direxion Daily CSI China Internet Index Bull 2x Shares,Equity,"$67,137,407.00",8.51%,"116,884",$30.48,-2.50%,No,2x,12.35%,-8.33%,27.82%,31.30%,N/A,"$4,311,629.50","-$2,884,727.00","$5,715,080.50","-$2,154,431.00","$93,855,621.50","$93,855,621.50",Leveraged Equities,2016-11-02,1.25%,N/A,$0.18,2019-12-23,$0.10,0.58%,19.84,3.05,2,100.00%,39%,20%,1099,$25.91,$36.08,$30.17,$30.89,52.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Equity,"$66,234,011.00",4.50%,"10,838",$26.73,-0.60%,No,No,4.17%,1.02%,27.05%,N/A,N/A,"-$660,609.75",$0.00,"-$660,609.75","-$24,287,440.25","$56,220,139.75","$56,220,139.75",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.37,2019-12-26,$0.08,1.38%,19.02,1.15,67,20.86%,39%,20%,1099,$25.78,$27.15,$26.58,$26.87,59.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.19,38.53%,42.96%,20.9,2.94%,2.75%
PBD,Invesco Global Clean Energy ETF,Equity,"$65,529,158.00",8.34%,"18,011",$15.49,-1.15%,No,No,4.99%,5.55%,34.61%,53.08%,44.18%,"$3,059,974.00",$0.00,"$3,059,974.00","$47,688.50","-$9,568,680.00","-$12,424,322.50",Alternative Energy Equities,2007-06-13,0.75%,N/A,$0.26,2019-12-23,$0.12,1.69%,248.00,1.10,92,14.73%,35%,15%,1099,$14.66,$15.72,$15.46,$15.53,66.64,B+,A-,C,A-,B+,B+,A+,6.16,77.06%,68.90%,274.19,0.00%,40.81%
ROOF,IQ US Real Estate Small Cap ETF,Real Estate,"$65,522,928.00",1.97%,"7,460",$26.21,-0.49%,No,No,2.14%,2.84%,10.43%,15.19%,24.95%,"-$1,270,355.00",$0.00,$0.00,"-$10,183,436.50","-$21,029,155.00","-$9,739,896.50",Real Estate,2011-06-14,0.70%,N/A,$1.46,2019-12-30,$0.48,5.54%,23.80,0.78,78,27.79%,35%,15%,1099,$25.56,$26.54,$26.16,$26.26,56.48,A-,B,C+,A,B-,A,B+,1.43,2.94%,1.10%,65.63,0.00%,5.44%
AIRR,First Trust RBA American Industrial Renaissance ETF,Equity,"$62,804,315.00",-1.60%,"9,990",$28.53,-1.55%,No,No,2.05%,-0.64%,19.47%,19.52%,62.74%,"-$4,328,188.00",$0.00,"-$1,426,129.00","-$64,775,772.00","-$135,159,715.50","-$60,072,468.77",Building & Construction ,2014-03-10,0.70%,N/A,$0.06,2019-12-13,$0.05,0.20%,19.38,1.38,57,30.59%,35%,15%,1099,$28.08,$29.53,$28.45,$28.65,47.71,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.72,32.29%,34.02%,167.79,3.39%,8.56%
ENFR,Alerian Energy Infrastructure ETF,Equity,"$62,263,369.00",-3.33%,"29,256",$20.10,-0.74%,No,No,0.61%,-3.71%,1.82%,-7.08%,-11.33%,"$6,176,496.50",$0.00,"$5,132,590.00","$6,707,047.50","$41,200,029.00","$53,339,004.66",Energy Equities,2013-10-31,0.65%,Charles Schwab,$1.21,2019-11-14,$0.35,5.98%,13.99,1.02,36,65.91%,35%,15%,1099,$19.73,$21.51,$19.98,$20.22,44.46,N/A,N/A,A,N/A,N/A,N/A,N/A,4.37,40.56%,25.59%,605.89,8.72%,0.18%
PFI,Invesco DWA Financial Momentum ETF,Equity,"$61,884,210.00",6.65%,"9,306",$41.24,-0.27%,No,No,2.62%,5.62%,31.32%,37.52%,40.44%,"-$3,942,833.50",$0.00,"-$2,000,766.00","$26,108,936.00","-$54,253,893.00","$7,605,585.00",All Cap Equities,2006-10-12,0.60%,N/A,$0.36,2019-12-23,$0.11,0.86%,25.54,0.85,47,34.77%,35%,15%,1099,$38.99,$41.58,$41.12,$41.35,67.20,C,C+,C+,B,A-,C+,B-,4.59,43.61%,31.89%,45.55,0.00%,1.32%
GHII,Invesco S&P High Income Infrastructure ETF,Equity,"$61,689,090.00",0.00%,"8,878",$28.63,-0.52%,No,No,0.38%,0.35%,16.91%,24.10%,N/A,"-$1,440,456.50",$0.00,"-$1,440,456.50","$1,201,120.50","$32,126,655.50","$54,905,398.50",Global Equities,2015-02-11,0.45%,N/A,$1.34,2019-12-23,$0.53,4.65%,22.49,0.69,51,36.81%,35%,15%,1099,$28.33,$29.36,$28.56,$28.72,52.57,N/A,N/A,B+,N/A,N/A,N/A,N/A,7.63,95.95%,93.30%,1243.18,6.44%,11.60%
DIG,ProShares Ultra Oil & Gas,Equity,"$61,477,338.00",-20.37%,"105,475",$20.37,-1.40%,No,2x,1.44%,-19.45%,-25.78%,-46.35%,-59.11%,"$2,648,710.00","$3,910,202.00","$3,910,202.00","-$15,127,431.50","-$57,589,001.50","-$42,953,516.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.70,2019-12-24,$0.18,3.30%,15.20,2.43,50,74.52%,35%,15%,1099,$18.54,$26.57,$20.18,$20.54,35.78,B,A-,C,C,B,N/A,N/A,5.68,53.06%,54.48%,481.95,0.00%,0.50%
BTEC,Principal Healthcare Innovators Index ETF,Equity,"$60,888,636.00",1.96%,"2,700",$39.30,-1.18%,No,No,3.60%,0.95%,21.47%,55.63%,N/A,$0.00,$0.00,$0.00,"-$3,354,974.50","$38,182,926.50","$44,416,134.00",Health & Biotech Equities,2016-08-19,0.42%,N/A,$0.00,N/A,N/A,0.00%,15.69,1.56,185,28.06%,39%,20%,1099,$37.50,$40.29,$39.25,$39.39,56.97,N/A,N/A,B+,N/A,N/A,N/A,N/A,2.73,16.98%,6.44%,27.73,0.23%,16.41%
ISRA,VanEck Vectors Israel ETF,Equity,"$60,665,962.00",5.28%,"2,690",$36.89,-0.30%,No,No,2.96%,3.48%,20.92%,37.56%,34.29%,$0.00,$0.00,$0.00,$0.00,"$9,299,240.00","$7,918,791.00",Global Equities,2013-06-25,0.60%,N/A,$0.49,2019-12-23,$0.48,1.31%,18.50,1.00,131,49.81%,35%,15%,1099,$35.38,$37.23,$36.87,$36.90,64.63,B-,B,C+,N/A,A,B-,B-,4.02,4.59%,19.94%,70.4,2.94%,7.57%
SLX,VanEck Vectors Steel ETF,Equity,"$60,632,810.00",-8.25%,"18,679",$34.60,-2.32%,No,No,3.25%,-6.44%,-7.11%,-4.82%,24.55%,$0.00,$0.00,$0.00,"$3,548,290.50","-$126,624,006.00","-$33,404,781.50",Materials,2006-10-16,0.56%,N/A,$1.04,2019-12-30,$0.07,3.01%,8.25,1.50,27,64.85%,35%,15%,1099,$33.13,$38.66,$34.44,$34.89,41.97,B+,B,B+,B+,B,A,C+,2.42,10.29%,4.91%,1167.76,10.75%,2.87%
KBWR,Invesco KBW Regional Banking ETF,Equity,"$59,648,073.00",-3.92%,"3,984",$51.85,-1.22%,No,No,2.22%,-1.86%,2.49%,0.17%,45.99%,"-$7,810,511.00","-$2,535,241.50","-$5,124,134.50","-$38,045,156.00","-$141,006,666.50","$14,275,604.00",Financials Equities,2011-11-01,0.35%,N/A,$1.32,2019-12-23,$0.42,2.48%,11.78,1.26,51,29.35%,35%,15%,1099,$50.80,$53.99,$51.82,$51.92,46.49,B-,B,A-,C+,B+,C+,B,4.16,27.31%,21.93%,8.55,0.00%,1.25%
IGN,iShares North American Tech-Multimedia Networking ETF,Equity,"$59,191,303.00",-2.67%,"22,298",$53.76,-1.38%,No,No,1.08%,-2.72%,5.56%,21.78%,53.39%,"-$11,106,494.00",$0.00,$0.00,"$15,968,773.00","-$13,524,208.50","-$100,034,160.50",Communications Equities,2001-07-10,0.46%,N/A,$0.23,2019-12-16,$0.06,0.42%,26.73,1.16,23,67.64%,35%,15%,1099,$53.21,$57.91,$53.63,$53.98,42.60,B,B+,B+,B+,B,A,C,4.51,42.31%,30.35%,18.56,6.33%,3.35%
FFR,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,Real Estate,"$58,992,225.00",1.69%,"5,865",$49.34,-0.16%,No,No,1.14%,2.17%,11.59%,28.27%,27.42%,$0.00,$0.00,$0.00,"$6,938,107.70","-$10,900,516.30","-$63,122,306.09",Global Real Estate,2007-08-30,0.60%,N/A,$2.41,2019-12-13,$1.62,4.87%,19.37,0.54,333,20.56%,35%,15%,1099,$48.44,$49.88,N/A,N/A,57.87,B+,B,C+,B,A,B,A,5.04,37.84%,39.84%,88.76,1.59%,17.67%
SGDJ,Sprott Junior Gold Miners ETF,Equity,"$58,498,017.00",-6.96%,"17,992",$31.62,-1.28%,No,No,-4.27%,-4.23%,18.05%,-21.55%,N/A,"$1,613,078.50",$0.00,"$1,613,078.50","$4,339,116.50","$38,222,148.00","$76,998,552.04",Materials,2015-03-31,0.57%,N/A,$0.22,2019-12-19,$0.22,0.69%,10.98,-0.06,46,48.14%,35%,15%,1099,$31.50,$33.27,$31.50,$31.85,46.77,N/A,B-,B+,N/A,C,N/A,N/A,4.38,12.50%,25.65%,543.93,0.00%,0.00%
NURE,Nuveen Short-Term REIT ETF,Real Estate,"$58,418,160.00",1.84%,"12,533",$30.79,-0.13%,No,No,1.58%,3.21%,13.58%,37.43%,N/A,"$1,518,215.00",$0.00,"$1,491,610.00","-$1,623,925.00","$42,949,015.00","$46,730,450.00",Real Estate,2016-12-19,0.35%,N/A,$0.99,2019-12-27,$0.25,3.23%,33.72,0.49,35,51.24%,20%,39%,1099,$29.92,$31.02,$30.74,$30.85,57.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.97,14.71%,8.14%,102.27,0.00%,1.44%
PSCI,Invesco S&P SmallCap Industrials ETF,Equity,"$56,712,832.00",-0.77%,"3,618",$71.22,-0.92%,No,No,2.70%,-0.93%,15.39%,30.89%,62.23%,$0.00,$0.00,$0.00,"-$22,846,280.50","-$40,376,121.00","-$55,475,949.50",Industrials Equities,2010-04-07,0.29%,N/A,$0.46,2019-12-23,$0.14,0.64%,17.82,1.33,95,23.74%,35%,15%,1099,$69.63,$74.39,$71.22,$71.22,48.63,A-,B+,A,A-,B-,A-,B+,5.31,41.67%,45.56%,165.25,12.28%,4.69%
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,"$56,537,250.00",-7.69%,"69,305",$16.21,-1.70%,No,No,-4.20%,-4.59%,31.03%,N/A,N/A,"$10,309,320.00",$0.00,"$2,548,590.00","$40,761,965.00","$51,378,050.00","$51,378,050.00",Materials,2017-06-28,0.60%,N/A,$0.03,2019-12-23,$0.03,0.17%,25.87,-0.13,28,58.38%,39%,20%,1099,$16.28,$17.25,$16.09,$16.42,44.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.16,23.96%,42.44%,382.21,0.00%,0.00%
CHIX,Global X MSCI China Financials ETF,Equity,"$56,339,570.00",-8.81%,"42,016",$14.90,-0.80%,No,No,3.11%,-10.19%,-4.32%,23.49%,15.70%,"-$833,293.50",$0.00,"-$833,293.50","$38,751,561.00","$36,895,862.00","-$12,970,638.00",China Equities,2009-12-10,0.65%,2 Platforms,$0.63,2019-12-30,$0.45,4.13%,6.67,1.30,96,56.57%,35%,15%,1099,$13.94,$17.17,$14.83,$14.99,40.01,C,A-,C+,C,C,A-,B-,4.41,40.09%,26.32%,3.07,0.00%,4.33%
DRN,Direxion Daily Real Estate Bull 3x Shares,Real Estate,"$54,074,387.00",8.01%,"41,689",$31.81,-0.19%,No,3x,5.09%,10.30%,38.51%,58.50%,49.41%,"-$1,556,037.00",$0.00,"-$1,556,037.00","-$5,012,052.00","-$53,245,907.50","-$113,089,480.50",Leveraged Real Estate,2009-07-16,1.04%,N/A,$0.76,2019-12-12,$0.40,2.40%,31.73,1.67,181,37.69%,35%,15%,1099,$29.21,$32.87,N/A,N/A,58.86,B+,A+,C+,A+,C+,N/A,N/A,4.53,30.61%,30.83%,117.49,0.48%,7.36%
