Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IAK,iShares U.S. Insurance ETF,Equity,"$55,222,600.00",-38.07%,"7,439",$44.17,0.94%,No,No,-11.48%,-40.93%,-29.17%,-24.08%,-3.36%,"-$3,508,826.50",$0.00,"-$3,508,826.50","-$30,464,038.50","-$90,571,302.50","-$81,277,195.50",Financials Equities,2006-05-05,0.43%,N/A,$1.31,2019-12-16,$0.31,2.98%,15.66,0.92,63,56.42%,35%,15%,1099,$41.21,$79.20,N/A,N/A,26.78,A-,B+,B,A,A-,C+,B,4.23,32.16%,23.43%,3.22,0.00%,0.00%
WBIL,WBI Bull|Bear Quality 1000 ETF,Equity,"$54,708,229.00",-7.66%,"20,544",$25.17,0.24%,No,No,0.22%,-8.95%,-2.50%,3.61%,8.93%,"$8,484,385.00","$12,616,575.00","$11,232,655.00","$29,540,443.41","-$18,139,381.59","-$60,324,451.59",All Cap Equities,2014-08-25,1.21%,N/A,$0.10,2020-03-17,$0.02,0.40%,20.66,0.65,1,100.00%,35%,15%,1099,$24.38,$26.62,N/A,N/A,30.53,B-,B,C,N/A,A+,C,N/A,5.03,19.93%,39.75%,39.0,0.86%,8.25%
PBJ,Invesco Dynamic Food & Beverage ETF,Equity,"$52,217,509.00",-22.46%,"12,269",$26.70,3.13%,No,No,2.10%,-20.91%,-16.00%,-17.59%,-10.28%,"-$4,688,308.50","-$1,389,341.00","-$2,969,267.50","-$6,311,741.50","-$75,669,691.00","-$201,393,496.50",Consumer Staples Equities,2005-06-23,0.63%,N/A,$0.42,2019-12-23,$0.12,1.60%,25.98,0.60,31,46.81%,35%,15%,1099,$24.85,$34.93,$25.92,$27.28,36.05,B+,A-,C+,A,B,B-,B-,5.13,44.00%,41.78%,69.15,7.43%,15.72%
XES,SPDR S&P Oil & Gas Equipment & Services ETF,Equity,"$51,199,813.00",-72.93%,"1,516,645",$2.19,9.50%,No,No,-3.52%,-67.41%,-81.38%,-88.38%,-90.57%,"-$1,036,094.50","$8,324,062.50","$8,142,567.00","$22,016,362.50","$99,907,727.00","$291,449,195.50",Energy Equities,2006-06-19,0.35%,N/A,$0.12,2019-12-23,$0.05,5.77%,19.35,2.01,32,56.97%,35%,15%,1099,$1.01,$7.17,$2.05,$2.28,20.87,B+,A-,A-,A,C+,B,B,3.32,8.28%,11.66%,164.52,0.00%,0.16%
XITK,SPDR FactSet Innovative Technology ETF,Equity,"$50,764,400.00",-21.17%,"8,697",$89.19,6.08%,No,No,-3.18%,-29.64%,-14.39%,41.59%,N/A,"$7,260,027.30",$0.00,$0.00,"-$14,532,206.50","$53,810,008.00","$53,610,895.50",Small Cap Growth Equities,2016-01-13,0.45%,N/A,$0.16,2019-12-23,$0.16,0.19%,30.35,1.21,100,14.69%,39%,20%,1099,$81.66,$130.86,$85.20,$91.71,34.10,N/A,N/A,B+,N/A,N/A,N/A,N/A,3.61,9.07%,14.91%,18.42,0.00%,1.68%
DRIP,Direxion Daily S&P Oil & Gas Exploration & Production Bear 3x Shares,Equity,"$49,752,981.00",528.43%,"461,058",$349.98,-20.46%,Yes,3x,-48.15%,259.80%,633.03%,301.80%,N/A,"-$98,697,231.00","-$47,263,218.00","-$32,880,562.50","-$90,395,271.74","-$90,732,272.24","-$40,836,937.65",Leveraged Equities,2015-05-28,1.07%,N/A,$0.39,2019-12-23,$0.03,0.10%,0.00,-4.75,57,43.15%,35%,15%,1099,-$14.42,$619.20,$292.18,$433.84,54.92,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Equity,"$46,092,895.00",-22.20%,"13,253",$19.90,4.74%,No,No,-2.69%,-26.30%,-11.64%,N/A,N/A,"-$3,239,433.75",$0.00,"-$2,578,824.00","-$23,514,775.25","$53,641,315.75","$53,641,315.75",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.37,2019-12-26,$0.08,1.94%,19.02,1.15,67,23.17%,39%,20%,1099,$18.26,$28.07,$19.13,$20.28,33.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.25,37.68%,44.38%,21.67,3.02%,3.17%
WBIF,WBI Bull|Bear Value 1000 ETF,Equity,"$46,026,076.00",-10.05%,"6,156",$25.02,0.24%,No,No,-0.02%,-10.31%,-10.29%,-0.71%,6.70%,"-$4,077,455.00",$0.00,"-$2,680,670.00","$10,018,365.42","-$23,697,789.58","-$62,322,149.58",All Cap Equities,2014-08-25,1.18%,N/A,$0.21,2019-09-17,$0.04,0.84%,18.33,0.69,1,100.00%,35%,15%,1099,$24.15,$26.68,N/A,N/A,29.67,C,B,C,N/A,C+,C,N/A,5.24,28.93%,44.12%,35.69,0.23%,3.12%
FCG,First Trust ISE-Revere Natural Gas Index Fund,Equity,"$45,107,751.00",-64.51%,"1,141,016",$4.28,7.00%,No,No,0.94%,-54.66%,-74.92%,-80.89%,-90.98%,"$21,140,173.50","$10,337,439.00","$16,018,747.50","$44,215,515.00","-$15,972,868.50","$106,198,534.73",Energy Equities,2007-05-11,0.60%,N/A,$0.35,2019-12-13,$0.12,8.65%,6.31,1.57,34,61.44%,35%,15%,1099,$2.86,$9.74,N/A,N/A,24.86,C+,A,B-,C+,C,A-,C,3.36,8.88%,12.10%,650.94,0.00%,0.09%
WBIE,WBI Bull|Bear Rising Income 1000 ETF,Equity,"$44,363,668.00",-9.18%,"6,185",$25.39,0.40%,No,No,-0.02%,-10.81%,-1.62%,9.17%,3.51%,"-$5,603,785.00",$0.00,"-$2,792,635.00","-$6,206,684.78","-$21,719,769.78","-$79,951,684.78",All Cap Equities,2014-08-25,1.13%,N/A,$0.12,2020-03-17,$0.04,0.49%,19.91,0.72,1,100.00%,35%,15%,1099,$24.38,$27.38,N/A,N/A,29.39,B-,B-,C,C,A+,B,C,5.08,21.40%,40.77%,48.44,2.05%,5.58%
PBD,Invesco Global Clean Energy ETF,Equity,"$43,965,917.00",-28.54%,"36,655",$10.22,1.59%,No,No,-12.16%,-39.62%,-15.09%,-2.93%,-11.40%,"$6,129,112.00","$1,507,229.00","$1,507,229.00","$4,906,631.00","-$2,666,073.50","-$9,355,184.50",Alternative Energy Equities,2007-06-13,0.75%,N/A,$0.26,2019-12-23,$0.12,2.37%,248.00,1.10,92,15.22%,35%,15%,1099,$9.73,$18.02,$9.84,$10.47,31.40,B+,A-,C,A-,B+,B+,A+,6.24,79.88%,71.11%,271.96,0.00%,39.36%
BTEC,Principal Healthcare Innovators Index ETF,Equity,"$43,765,155.00",-26.56%,"3,042",$28.30,8.89%,No,No,-2.80%,-30.33%,-20.13%,5.07%,N/A,$0.00,$0.00,$0.00,"-$3,354,974.50","$38,182,926.50","$44,416,134.00",Health & Biotech Equities,2016-08-19,0.42%,N/A,$0.00,N/A,N/A,0.00%,15.69,1.56,183,32.66%,39%,20%,1099,$25.20,$43.21,$26.65,$29.13,33.82,N/A,N/A,B+,N/A,N/A,N/A,N/A,2.84,17.74%,7.18%,28.1,0.22%,16.51%
SKF,ProShares Ultra Short Financials,Equity,"$43,551,302.00",80.54%,"120,455",$24.77,-2.52%,Yes,2x,1.68%,94.90%,29.27%,-9.18%,-48.44%,"-$1,110,760.50","-$772,008.00","-$772,008.00","$9,505,249.00","$5,976,176.25","$20,368,674.63",Leveraged Equities,2007-01-30,0.95%,N/A,$0.18,2019-12-24,$0.04,0.73%,0.00,-1.98,283,42.00%,35%,15%,1099,$10.72,$26.18,$22.90,$27.45,63.37,B+,B+,B-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ISRA,VanEck Vectors Israel ETF,Equity,"$42,291,682.00",-27.54%,"4,405",$25.39,8.78%,No,No,-1.73%,-32.07%,-19.47%,-10.04%,-13.69%,"$1,873,533.50",$0.00,"$1,873,533.50","$1,873,533.50","$11,172,773.50","$11,244,335.00",Global Equities,2013-06-25,0.60%,N/A,$0.49,2019-12-23,$0.48,2.07%,18.50,1.00,130,51.48%,35%,15%,1099,$22.03,$39.49,$24.37,$25.90,31.75,B-,B,C+,N/A,A,B-,B-,3.93,3.57%,18.99%,77.44,2.77%,7.76%
USD,ProShares Ultra Semiconductors,Equity,"$42,249,486.00",-51.30%,"59,255",$30.04,3.59%,No,2x,-10.54%,-57.63%,-27.18%,18.51%,100.90%,"-$8,122,257.00","-$3,907,542.75","-$8,077,728.25","$5,225,706.50","$1,859,132.75","$16,031,405.25",Leveraged Equities,2007-01-30,0.95%,N/A,$0.45,2019-12-24,$0.13,1.58%,21.72,2.67,30,91.25%,35%,15%,1099,$25.42,$69.90,$27.18,$32.45,36.14,B,B-,C,B-,B,N/A,N/A,4.32,17.71%,24.91%,53.54,0.00%,4.57%
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,"$41,329,315.00",-35.25%,"104,824",$11.37,-1.56%,No,No,-6.65%,-34.77%,-12.89%,N/A,N/A,"$12,851,700.00",$0.00,$0.00,"$43,304,345.00","$53,920,430.00","$53,920,430.00",Materials,2017-06-28,0.60%,N/A,$0.03,2019-12-23,$0.03,0.21%,25.87,-0.13,29,59.00%,39%,20%,1099,$10.17,$19.56,$10.18,$12.55,32.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.28,30.11%,44.94%,365.94,0.00%,0.00%
RCD,Invesco S&P 500® Equal Weight Consumer Discretionary ETF,Equity,"$40,525,914.00",-43.95%,"9,873",$62.35,4.68%,No,No,-14.86%,-43.94%,-37.92%,-29.50%,-26.94%,"-$26,422,107.00",$0.00,"-$4,776,409.00","-$36,026,373.50","-$16,324,506.50","-$108,641,151.00",Consumer Discretionary Equities,2006-11-07,0.40%,Charles Schwab,$1.76,2019-12-23,$0.50,2.94%,14.09,1.08,65,23.42%,35%,15%,1099,$57.35,$117.43,$59.82,$64.18,22.81,B+,B-,A-,A-,A-,B+,B,4.78,47.01%,35.32%,77.92,8.14%,1.63%
IGN,iShares North American Tech-Multimedia Networking ETF,Equity,"$40,432,040.00",-26.86%,"16,874",$40.39,5.68%,No,No,1.85%,-26.58%,-26.99%,-10.25%,8.29%,"-$18,888,591.50","-$2,389,232.50","-$2,274,846.50","-$68,010,033.50","-$16,853,950.50","-$102,129,758.00",Communications Equities,2001-07-10,0.46%,N/A,$0.23,2019-12-16,$0.06,0.60%,26.73,1.16,23,72.26%,35%,15%,1099,$36.54,$55.92,$38.59,$41.58,35.01,B,B+,B+,B+,B,A,C,4.6,35.85%,32.27%,17.96,6.55%,3.21%
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,Real Estate,"$39,898,400.00",-25.49%,"28,382",$24.82,-1.23%,No,No,-6.54%,-32.88%,-11.20%,N/A,N/A,"$13,949,535.00","$1,658,045.00","$10,363,810.00","$49,136,095.00","$49,150,140.00","$49,150,140.00",Real Estate,2018-05-14,0.60%,N/A,$0.75,2019-12-24,$0.30,2.87%,34.36,0.65,18,80.49%,39%,20%,1099,$23.32,$38.95,N/A,N/A,34.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.46,10.40%,5.29%,24.18,0.00%,4.01%
CWEB,Direxion Daily CSI China Internet Index Bull 2x Shares,Equity,"$39,475,201.00",-32.13%,"117,665",$19.06,3.93%,No,2x,-11.53%,-39.59%,-30.55%,-32.67%,N/A,"$371,963.00","-$1,392,785.00","-$5,573,745.50","-$13,046,545.50","$89,915,955.00","$89,915,955.00",Leveraged Equities,2016-11-02,1.25%,N/A,$0.18,2019-12-23,$0.10,0.97%,19.84,3.05,2,100.00%,39%,20%,1099,$17.84,$33.69,$18.16,$20.01,35.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAP,VanEck Vectors Natural Resources ETF,Equity,"$38,572,450.00",-40.91%,"24,163",$21.96,4.77%,No,No,-5.66%,-37.30%,-37.18%,-29.17%,-25.01%,"-$4,266,793.00","-$3,075,500.00","-$6,585,462.00","-$9,298,830.50","-$38,238,525.00","-$31,644,717.50",Large Cap Blend Equities,2008-08-29,0.50%,N/A,$1.00,2019-12-23,$1.00,4.71%,14.97,0.93,299,33.32%,35%,15%,1099,$19.72,$37.47,$21.02,$22.52,27.50,A+,B+,A-,A-,A-,A-,A+,5.38,43.20%,47.02%,548.88,6.46%,6.64%
YLCO,Global X YieldCo & Renewable Energy Income ETF,Equity,"$38,299,830.00",-25.57%,"55,392",$11.00,1.38%,No,No,-8.18%,-31.38%,-11.72%,8.70%,N/A,"$20,774,618.50","$749,525.50","$11,452,307.00","$32,310,789.00","$39,778,596.00","$46,792,875.00",Alternative Energy Equities,2015-05-27,0.65%,N/A,$0.44,2020-02-07,$0.11,3.66%,21.48,0.84,37,52.97%,35%,15%,1099,$10.59,$17.24,$10.70,$11.26,28.37,N/A,N/A,B+,N/A,N/A,N/A,N/A,8.78,0.00%,99.42%,1232.73,6.15%,31.70%
CHIX,Global X MSCI China Financials ETF,Equity,"$38,146,969.00",-22.83%,"61,287",$12.61,-1.64%,No,No,-5.26%,-18.38%,-25.13%,-5.25%,-4.51%,"-$11,516,549.50","-$5,317,931.50","-$7,604,818.00","-$36,469,355.00","$27,607,236.00","-$18,260,394.00",China Equities,2009-12-10,0.65%,2 Platforms,$0.63,2019-12-30,$0.45,4.64%,6.67,1.30,97,56.34%,35%,15%,1099,$12.56,$16.19,$12.46,$12.81,35.70,C,A-,C+,C,C,A-,B-,4.36,35.68%,25.61%,3.1,0.00%,4.26%
KBWR,Invesco KBW Regional Banking ETF,Equity,"$37,947,907.00",-38.83%,"5,394",$33.01,6.72%,No,No,0.98%,-36.88%,-32.30%,-37.16%,-9.83%,"-$7,810,511.00",$0.00,$0.00,"-$30,136,823.50","-$160,609,561.50","$16,236,569.00",Financials Equities,2011-11-01,0.35%,N/A,$1.32,2019-12-23,$0.42,4.22%,11.78,1.26,51,32.54%,35%,15%,1099,$27.62,$54.05,$30.64,$34.33,33.85,B-,B,A-,C+,B+,C+,B,4.35,34.80%,25.44%,8.54,0.00%,1.23%
COPX,Global X Copper Miners ETF,Equity,"$37,466,520.00",-47.19%,"77,048",$10.73,2.39%,No,No,-7.34%,-41.01%,-50.19%,-51.89%,-40.93%,"-$9,380,798.00","-$9,859,278.00","-$11,421,984.00","$9,750,524.00","$40,859,058.50","$59,720,308.08",Materials,2010-04-19,0.65%,2 Platforms,$0.28,2019-12-30,$0.06,2.38%,13.63,1.55,28,53.60%,35%,15%,1099,$9.74,$18.89,$10.19,$11.10,31.41,B,B+,B,B,C+,A,B-,3.26,16.18%,11.02%,616.42,0.00%,0.00%
SGDJ,Sprott Junior Gold Miners ETF,Equity,"$37,280,763.00",-38.19%,"23,803",$21.01,1.30%,No,No,-6.66%,-35.89%,-27.23%,-38.15%,N/A,"$1,613,078.50",$0.00,$0.00,"$45,942.00","$36,290,260.00","$76,998,552.04",Materials,2015-03-31,0.57%,N/A,$0.22,2019-12-19,$0.22,1.07%,10.98,-0.06,46,50.24%,35%,15%,1099,$17.85,$37.26,$19.08,$22.42,33.61,N/A,B-,B+,N/A,C,N/A,N/A,5.07,25.81%,40.65%,515.9,0.00%,0.00%
NURE,Nuveen Short-Term REIT ETF,Real Estate,"$36,949,965.00",-37.74%,"15,271",$18.82,-0.63%,No,No,-19.42%,-40.36%,-31.27%,-16.38%,N/A,"$3,073,095.00",$0.00,$0.00,"-$1,469,405.00","$44,503,895.00","$48,285,330.00",Real Estate,2016-12-19,0.35%,N/A,$0.99,2019-12-27,$0.25,5.29%,33.72,0.49,35,58.78%,20%,39%,1099,$18.80,$34.42,N/A,N/A,25.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,15.03%,8.60%,99.59,0.00%,1.44%
RYE,Invesco S&P 500® Equal Weight Energy ETF,Equity,"$36,698,123.00",-62.73%,"51,960",$17.84,6.51%,No,No,-10.53%,-59.09%,-64.65%,-67.37%,-69.98%,"-$27,289,661.00","-$14,338,273.50","-$16,206,188.50","-$82,895,044.50","-$78,115,143.50","$33,367,058.52",Energy Equities,2006-11-07,0.40%,Charles Schwab,$1.03,2019-12-23,$0.22,6.18%,17.79,1.42,28,50.38%,35%,15%,1099,$12.72,$46.83,$16.77,$18.39,22.21,A-,B,B+,A-,A-,B+,B,4.48,25.44%,29.90%,483.39,0.00%,0.14%
PSCF,Invesco S&P SmallCap Financials ETF,Equity,"$36,092,647.00",-39.38%,"25,973",$34.28,6.33%,No,No,-9.97%,-39.82%,-31.90%,-29.12%,-6.51%,"-$67,395,376.50","-$4,965,048.00","-$67,395,376.50","-$91,581,969.00","-$205,205,966.50","-$120,346,921.00",Financials Equities,2010-04-07,0.29%,N/A,$1.92,2019-12-23,$1.07,5.91%,16.23,0.99,143,19.71%,35%,15%,1099,$31.15,$61.52,$31.90,$35.85,28.94,A-,B-,B+,C+,A,A-,A-,2.05,4.41%,3.37%,26.18,0.00%,1.63%
ROOF,IQ US Real Estate Small Cap ETF,Real Estate,"$36,068,940.00",-44.11%,"9,956",$14.36,7.16%,No,No,-21.57%,-46.82%,-38.63%,-36.08%,-31.56%,"-$1,270,355.00",$0.00,$0.00,"-$10,183,436.50","-$27,816,909.50","-$15,283,854.00",Real Estate,2011-06-14,0.70%,N/A,$1.46,2019-12-30,$0.48,10.95%,23.80,0.78,78,35.60%,35%,15%,1099,$13.83,$30.30,N/A,N/A,24.64,A-,B,C+,A,B-,A,B+,1.73,6.94%,2.12%,67.65,0.00%,6.76%
FFR,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,Real Estate,"$35,943,253.00",-38.31%,"6,134",$29.93,-1.90%,No,No,-19.24%,-40.53%,-33.44%,-22.91%,-20.98%,$0.00,$0.00,$0.00,"$6,938,107.70","-$10,900,516.30","-$58,567,458.09",Global Real Estate,2007-08-30,0.60%,N/A,$2.41,2019-12-13,$1.62,7.88%,19.37,0.54,333,23.28%,35%,15%,1099,$29.95,$55.33,$28.88,$30.70,19.12,B+,B,C+,B,A,B,A,4.93,40.53%,37.85%,87.98,1.67%,17.15%
DRV,Direxion Daily Real Estate Bear 3x Shares,Real Estate,"$35,863,854.00",97.47%,"46,511",$51.46,-2.02%,Yes,3x,17.52%,142.51%,39.27%,-15.60%,-51.27%,"$2,373,317.50","$1,322,489.00","$2,373,317.50","$882,681.94","$12,966,629.94","$23,854,541.55",Leveraged Real Estate,2009-07-16,1.10%,N/A,$0.29,2019-12-23,$0.03,0.57%,0.00,-1.45,180,44.38%,35%,15%,1099,$13.14,$51.30,$46.22,$58.16,63.92,B-,A-,B,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEJ,Invesco Dynamic Leisure and Entertainment ETF,Equity,"$35,642,438.00",-53.52%,"54,097",$20.97,6.50%,No,No,-18.18%,-52.91%,-49.81%,-47.28%,-44.37%,"$20,156,712.00","$20,156,712.00","$20,156,712.00","-$5,726,914.50","-$67,511,196.00","-$131,787,336.00",All Cap Equities,2005-06-23,0.63%,N/A,$0.18,2019-12-23,$0.07,0.90%,17.24,0.94,31,52.85%,35%,15%,1099,$18.88,$46.08,N/A,N/A,21.75,B-,B+,B-,B,B+,C+,C+,3.04,14.53%,9.00%,230.87,10.47%,2.82%
PSCI,Invesco S&P SmallCap Industrials ETF,Equity,"$35,069,608.00",-38.97%,"5,846",$43.80,4.89%,No,No,-5.21%,-39.26%,-29.80%,-20.93%,-5.08%,$0.00,$0.00,$0.00,"-$16,399,642.00","-$45,892,802.00","-$55,475,777.50",Industrials Equities,2010-04-07,0.29%,N/A,$0.46,2019-12-23,$0.14,1.10%,17.82,1.33,95,26.85%,35%,15%,1099,$39.42,$75.60,$41.49,$45.09,28.78,A-,B+,A,A-,B-,A-,B+,5.39,40.62%,47.09%,165.53,11.92%,4.71%
AIQ,Global X Future Analytics Tech ETF,Equity,"$34,970,425.00",-21.73%,"24,905",$14.01,3.24%,No,No,-3.04%,-29.10%,-10.30%,N/A,N/A,"-$793,650.50",$0.00,"-$908,586.50","-$133,044.50","-$12,778,904.50","-$12,778,904.50",Large Cap Growth Equities,2018-05-11,0.68%,N/A,$0.09,2019-12-30,$0.04,0.62%,26.53,1.36,86,34.95%,N/A,N/A,N/A,$13.00,$20.10,$13.50,$14.43,34.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.84,61.47%,59.51%,23.66,8.97%,4.72%
PXQ,Invesco Dynamic Networking ETF,Equity,"$34,900,620.00",-23.46%,"9,382",$46.57,4.04%,No,No,3.48%,-27.30%,-20.64%,9.36%,28.82%,"-$18,933,131.00",$0.00,$0.00,"-$31,654,796.00","$4,259,165.50","$1,337,702.00",Technology Equities,2005-06-23,0.63%,N/A,$0.26,2019-09-23,$0.02,0.58%,24.82,1.26,31,48.03%,35%,15%,1099,$41.82,$64.38,$45.02,$47.57,35.47,C+,B-,B-,B-,B,C+,B-,4.95,32.29%,38.40%,26.49,2.55%,4.96%
PSCC,Invesco S&P SmallCap Consumer Staples ETF,Equity,"$34,667,319.00",-20.94%,"4,930",$63.00,5.76%,No,No,13.06%,-14.66%,-14.37%,-4.16%,27.70%,"-$7,498,289.50",$0.00,"-$3,405,648.00","-$25,900,627.50","-$24,511,887.00","-$8,293,542.50",Consumer Staples Equities,2010-04-07,0.29%,N/A,$1.41,2019-12-23,$0.47,2.31%,26.61,0.83,24,66.58%,35%,15%,1099,$55.06,$75.06,$60.53,$64.32,42.97,B-,B-,A-,A,B,C+,C,2.56,24.00%,5.71%,82.9,10.66%,23.06%
XTL,SPDR S&P Telecom ETF,Equity,"$34,407,891.00",-21.36%,"6,156",$55.02,5.85%,No,No,1.46%,-25.59%,-21.08%,-19.12%,-2.28%,"-$7,007,561.00",$0.00,"-$1,666,796.00","-$49,050,713.75","-$19,227,640.75","-$33,750,658.75",Communications Equities,2011-01-26,0.35%,N/A,$0.64,2019-12-23,$0.15,1.23%,16.25,1.06,42,41.14%,35%,15%,1099,$49.92,$76.05,N/A,N/A,36.73,A,C+,A,A,B+,A-,B+,3.36,20.75%,12.00%,33.3,4.09%,1.51%
JHMH,John Hancock Multi-Factor Health Care ETF,Equity,"$34,091,088.00",-19.55%,"9,521",$29.97,-0.33%,No,No,-3.78%,-22.22%,-10.45%,10.29%,N/A,"-$34,219.60",$0.00,"$1,479,852.00","-$27,558,753.70","$1,060,221.70","$23,731,151.70",Health & Biotech Equities,2015-09-28,0.40%,N/A,$0.91,2019-12-24,$0.24,3.02%,25.40,0.98,119,34.46%,39%,20%,1099,$29.04,$39.26,N/A,N/A,35.55,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.22,61.13%,43.69%,19.65,0.00%,12.14%
FTXL,First Trust Nasdaq Semiconductor ETF,Equity,"$33,839,372.00",-28.97%,"21,447",$29.27,1.07%,No,No,-2.45%,-31.15%,-7.54%,20.05%,N/A,"$4,147,865.50",$0.00,$0.00,"$9,451,537.00","$21,186,916.00","$32,430,867.50",Technology Equities,2016-09-21,0.60%,N/A,$0.38,2019-12-13,$0.10,1.33%,22.76,1.53,30,61.36%,39%,20%,1099,$27.57,$43.10,N/A,N/A,36.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.85,31.44%,36.48%,72.92,0.00%,4.36%
SLX,VanEck Vectors Steel ETF,Equity,"$33,584,127.00",-49.14%,"15,616",$19.18,4.01%,No,No,-6.94%,-43.72%,-51.17%,-49.52%,-28.73%,$0.00,$0.00,$0.00,"$5,531,503.00","-$129,292,321.50","-$35,110,534.50",Materials,2006-10-16,0.56%,N/A,$1.04,2019-12-30,$0.07,5.44%,8.25,1.50,26,69.15%,35%,15%,1099,$17.09,$36.01,$18.07,$19.84,28.83,B+,B,B+,B+,B,A,C+,2.47,10.29%,5.35%,1155.54,11.11%,2.79%
BDCS,UBS E-TRACS Wells Fargo Business Development Company ETN,Equity,"$33,337,800.00",-45.25%,"35,474",$10.95,15.75%,No,No,-22.27%,-46.67%,-39.20%,-41.01%,-29.78%,"-$27,638,551.00",$0.00,"-$11,243,760.00","-$20,696,791.00","-$13,031,457.50","$1,477,180.00",Financials Equities,2011-04-27,0.85%,N/A,$1.69,2020-01-10,$0.43,15.46%,0.00,0.74,20,66.85%,35%,15%,1099,$10.26,$22.99,$9.32,$11.86,23.50,B+,B+,C,C+,A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDCZ,ETRACS Wells Fargo Business Development Company Index ETN,Equity,"$32,477,040.00",-44.21%,"14,698",$11.15,8.36%,No,No,-21.49%,-45.80%,-38.16%,-39.96%,N/A,"$28,908,722.33",$0.00,"$11,669,635.13","$50,704,232.33","$29,212,102.33","$29,212,102.33",Financials Equities,2015-10-08,0.85%,N/A,$1.69,2020-01-10,$0.43,15.18%,0.00,0.81,20,66.85%,39%,20%,1099,$10.38,$23.02,$9.86,$11.85,20.64,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUG,ProShares Ultra Short Oil & Gas,Equity,"$32,241,725.00",289.33%,"57,882",$148.88,-11.98%,Yes,2x,15.25%,224.09%,321.10%,250.49%,179.18%,"-$4,981,237.00",$0.00,"-$475,458.50","-$1,455,108.50","-$27,315,848.00","-$36,721,348.04",Leveraged Equities,2007-01-30,0.95%,N/A,$0.21,2019-12-24,$0.06,0.16%,0.00,-2.41,49,77.31%,35%,15%,1099,$17.64,$162.54,$135.77,$173.47,70.05,B+,B+,B-,A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKZ,MicroSectors U.S. Big Banks Index -2x Inverse Leveraged ETN,Equity,"$31,805,075.00",102.74%,455,$63.74,-6.17%,Yes,2x,-17.29%,99.25%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.72,10,109.80%,39%,20%,1099,$27.05,$78.27,$63.74,$63.74,61.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNCR,Loncar Cancer Immunotherapy ETF,Equity,"$31,740,870.00",-20.36%,"15,413",$18.67,-2.35%,No,No,8.04%,-17.10%,-12.09%,-22.66%,N/A,"-$93,940.00","-$1,122,575.00","$1,067,055.00","-$3,937,775.00","$18,110,225.00","$46,977,890.00",Global Equities,2015-10-13,0.79%,N/A,$0.00,2017-12-28,$0.35,0.00%,0.00,1.78,26,56.33%,39%,20%,1099,$16.25,$24.76,N/A,N/A,40.56,N/A,N/A,C,N/A,N/A,N/A,N/A,4.2,27.55%,22.91%,23.09,0.00%,6.28%
